Original Domain,Typo Variant,Squatting Type,Category,Toxic Score,Spam Score,Formality Score,Scraped Content
ltu.se,ltu.dk,keyboard,Crawl error,0.00,0.00,0.00,
ltu.se,ltu.analytics.se,keyboard,Crawl error,0.00,0.00,0.00,
ltu.se,ltu.calendar.se,keyboard,Authoritative,0.00,0.75,1.00,"Parked at Loopia Parked at Loopia This domain has been purchased and parked by a customer of Loopia. Use LoopiaWHOIS to view the domain holder's public information. Are you the owner of the domain and want to get started? Login to Loopia Customer zone and actualize your plan. Register domains at Loopia Protect your company name, brands and ideas as domains at one of the largest domain providers in Scandinavia. Search available domains at loopia.com » Get full control of your domains with LoopiaDNS With LoopiaDNS, you will be able to manage your domains in one single place in Loopia Customer zone. Read more at loopia.com/loopiadns » Create a website at Loopia - quickly and easily Our full-featured web hosting packages include everything you need to get started with your website, email, blog and online store. Create your website with WordPress Start your online store with WooCommerce Create your website with Loopia Sitebuilder Our web hosting packages Contact us"
ltu.se,ltu.user.se,keyboard,Ad parking,0.00,0.62,0.93,Gratis domän via 3W.se - Välkommen att registrera din egna helt utan reklam! FEL: Domänen LTU.USER.SE är inte registrerad! Vill du registrera din egna korta domän hos 3W.se - helt utan reklam! [ Registrera din egna domän här ] Query failed (2002): Can't connect to local MySQL server through socket '/var/lib/mysql/mysql.sock' (111)
ltu.se,ltu.us,keyboard,No content,0.00,0.00,0.00,
ltu.se,ltu.ro,unknown,Ad parking,0.00,0.84,0.92,LTU.ro LTU.ro Domeniu rezervat Pentru oferte de achiziție sau informații suplimentare despre acest proiect vă rugăm să ne contactați la: webber.ro Contact Trimite
ltu.se,ltu.intranet.se,keyboard,No content,0.00,0.00,0.00,
ltu.se,ltu.at,keyboard,Other,0.00,0.92,1.00,LTU classic - Hier wird Fliegen zum Erlebnis! - Abheben mit der de Havilland Dove
ltu.se,ltu.cloud,keyboard,Authoritative,0.00,0.68,0.99,ltu.cloud This domain name has been registered with Gandi.net View the WHOIS results of ltu.cloud to get the domainâs public registration information. ltu.cloud is unavailable Want your own domain name? Learn more about the domain name extensions we manage Find a domain name similar to ltu.cloud
ltu.se,ltuy.se,keyboard,No content,0.00,0.00,0.00,
ltu.se,lru.se,keyboard,No content,0.00,0.00,0.00,
ltu.se,ltug.se,keyboard,Crawl error,0.00,0.00,0.00,
ltu.se,ltu.viewer.se,keyboard,Authoritative,0.00,0.75,1.00,"Parked at Loopia Parked at Loopia This domain has been purchased and parked by a customer of Loopia. Use LoopiaWHOIS to view the domain holder's public information. Are you the owner of the domain and want to get started? Login to Loopia Customer zone and actualize your plan. Register domains at Loopia Protect your company name, brands and ideas as domains at one of the largest domain providers in Scandinavia. Search available domains at loopia.com » Get full control of your domains with LoopiaDNS With LoopiaDNS, you will be able to manage your domains in one single place in Loopia Customer zone. Read more at loopia.com/loopiadns » Create a website at Loopia - quickly and easily Our full-featured web hosting packages include everything you need to get started with your website, email, blog and online store. Create your website with WordPress Start your online store with WooCommerce Create your website with Loopia Sitebuilder Our web hosting packages Contact us"
ltu.se,ltu.static.se,keyboard,No content,0.00,0.00,0.00,
ltu.se,lu.se,keyboard,Crawl error,0.00,0.00,0.00,
ltu.se,lptu.se,keyboard,No content,0.00,0.00,0.00,
ltu.se,ltu.world,keyboard,No content,0.00,0.00,0.00,
ltu.se,ltv.se,keyboard,Crawl error,0.00,0.00,0.00,
ltu.se,ltu.fi,keyboard,Authoritative,0.00,0.83,1.00,"LTU - Palkittu tasoite- ja maalausurakointiin erikoistunut yritys Hyppää pääsisältöön Main navigation Etusivu Yritys Toiminnot Referenssit Rekry Yhteys Briefly in English Кратко на русском языке Maalaus- ja tasoitetöiden laadukas kumppani saneeraus- , toimitila- ja asuntokohteissa Maalaus- ja tasoitealan erikoisosaajana palvelemme aina laadukkaasti ja kustannustehokkaasti. Suunnittelemme ja kehitämme uusia toimintamalleja yhteistyössä asiakkaidemme kanssa. Edelläkävijänä etsimme jatkuvasti uusia keinoja, joilla vähennämme ympäristön kuormitusta. Maalaus & tasoitus Pintatöissä olemme
alamme parhaita Toiminnot Sisä- ja ulkokohteet
laadukkaasti ja
sovitusti Laatu Valvomme
laatua aktiivisesti
laatukäsikirjamme
mukaisesti Referenssit Osaamisemme näkyy
tuhansissa liike-
tiloissa, toimitiloissa
ja asunnoissa Kehitämme prosesseja yhdessä asiakkaan kanssa Työllistämme noin 230 maalaus- ja tasoitealan ammattilaista,
joiden jatkuvasta kehittymisestä kannamme osaltamme vastuun. Tarjouspyynnöstä lopputarkastukseen Toteutamme työmme kustannustehokkaasti ja laadukkaasti
aikataulun pitävyydestä huolehtien. Mitä asiakkaamme meistä kertovat ”Olemme toimineet LTU-Urakoinnin kanssa vuodesta 2009 lähtien ja olemme olleet erittäin tyytyväisiä yhteistyöhön - se on ollut opettavaista kaikille.” Markku Leppänen avainasiakaspäällikkö Teknos Oy ”LTU-Urakointi on yksi tärkeimmistä yhteistyökumppaneistamme. LTU:ssa yhdistyvät kaikki ominaisuudet, joita hyvältä yhteistyökumppanilta voi toivoa eli ammattimaisuus, laatu, tehokkuus, hyvä yhteistyökyky ja luotettavuus.” Pasi Hamunen tuotantojohtaja Rakennuskartio Oy ”Välillämme vallitsee luottamus ja toiminnan läpinäkyvyys. LTU on alansa markkinajohtaja ja mielestämme kustannustehokas sekä luotettava kumppani.” Pekka Vekkeli myyntipäällikkö RTV ”Useiden vuosien yhteistyö palvelee erinomaisesti molempia osapuolia asuntorakentamisessa. Arvostamme ja kehitämme kumppanuuttamme LTU:n kanssa jatkuvasti.” Sanna Wallendahl, Hankintapäällikkö, Rakennusliike Lapti Oy Uusimmat uutiset LTU Toimitilat Oy ostaa Uudenmaan maalaus- ja tasoitusliiketoiminnan Pitomaalaus Oy:ltä 18.04.2025 Lue lisää LTU toimitusjohtajanimitys 09.12.2021 Lue lisää LTU:n liiketoiminta myyty 22.09.2021 Lue lisää REDIn Loisto luovutettu! 17.09.2021 Lue lisää Etsitään Työnjohtoharjoittelijaa 16.09.2021 Lue lisää LTU laajentaa toimintaansa Varsinais-Suomeen 10.03.2021 Lue lisää Asuntoja 71507 Uudisrakennuksia 1404 Liike- ja toimitiloja 204 Saneerauskohteet 75 LTU - alatunniste valikko Etusivu Yritys Toiminnot Referenssit Rekry Yhteys Ilmoita huolenaiheesta REKISTERI- JA TIETOSUOJASELOSTE | Copyright LTU 2017–2024 | Website by Duuilo"
ltu.se,ltu.admin.se,keyboard,Crawl error,0.00,0.00,0.00,
ltu.se,kltu.se,keyboard,No content,0.00,0.00,0.00,
ltu.se,ltu.training.se,keyboard,Authoritative,0.00,0.65,1.00,"Domain im Kundenauftrag registriert Diese neue Domain wurde im Kundenauftrag registriert. Warum wird diese Seite angezeigt? Diese Seite wurde automatisch erstellt. Sie wird bei jeder neuen Domain hinterlegt und zeigt, dass die neue Domain erreichbar ist. Ohne diese Platzhalter-Seite würden Besucher eine Fehlermeldung erhalten. Als Kunde von united-domains können Sie diese Domain in Ihrem Domain-Portfolio jederzeit selbst online konfigurieren (z.B. Web-Weiterleitungen, E-Mail-Einstellungen, Webspace hinzubuchen, Homepage-Baukasten bestellen, DNS-Einträge ändern). united-domains - Die besten Adressen fürs Web Weitere Domains günstig registrieren Gehen Sie einfach und schnell online mit unserem Homepage-Baukasten Neue Domain-Endungen vorbestellen Impressum Datenschutzhinweise © united-domains AG. Alle Rechte vorbehalten."
ntnu.no,ntnu.jobs.no,keyboard,Crawl error,0.05,0.89,0.99,403 Forbidden 403 Forbidden nginx
ntnu.no,nntu.no,unknown,No content,0.00,0.00,0.00,
ntnu.no,ntnu.sip.no,keyboard,Crawl error,0.05,0.89,0.99,403 Forbidden 403 Forbidden nginx
ntnu.no,ntnu.database.no,keyboard,Authoritative,0.00,0.84,1.00,"IIS 10.0 Detailed Error - 555.0 - ModSecurity Action HTTP Error 555.0 - ModSecurity Action The custom error module does not recognize this error. Most likely causes: A module set an infrequently used status code. Things you can try: Investigate why the module set the status code. Detailed Error Information: Module ModSecurity IIS (32bits) Notification BeginRequest Handler ExtensionlessUrlHandler-Integrated-4.0 Error Code 0x00000000 Requested URL http://ntnu.database.no:80/ Physical Path D:\Splash Logon Method Not yet determined Logon User Not yet determined More Information: Any module can call SetStatus with the status, substatus or HRESULT. The custom error module only displays status specific error messages for well known errors. View more information »"
ntnu.no,ntnu.press.no,keyboard,Crawl error,0.00,0.00,0.00,
ntnu.no,ntnu.no,unknown,Ad parking,0.00,0.80,0.90,"NTNU: Norges teknisk-naturvitenskapelige universitet - NTNU Navigasjon Hopp til innhold NTNU Hjemmeside ntnu.no Studier Studere på NTNU Finn studieprogram Søke opptak Videreutdanning og deltid Forkurs og oppfriskning Studentliv Student i Gjøvik Student i Trondheim Student i Ålesund Forskning og innovasjon Forskning Innovasjon Satsingsområder Toppforskning Ekspertlister Ph.d. Om NTNU Fakulteter og institutter Sentre Bibliotek Kart Ledige stillinger Arrangement Nyheter Kontakt oss Om NTNU Språkvelger English NTNU: Norges teknisk-naturvitenskapelige universitet Søk NTNU Oppfordring til å utforske studier ved NTNU Skap en trygg fremtid med solid kunnskap fra NTNU Se studiene vi kan tilby deg Skap en trygg fremtid med solid kunnskap fra NTNU Se studiene vi kan tilby deg Forside - studier snarveier Livet som student Oppdag studenthverdagen i Trondheim, Gjøvik og Ålesund Finn studieprogram Søk etter alle studieprogram ved NTNU Utveksling Dine muligheter for utenlandsopphold i studiet Ta steget videre Deltidsstudier, etter- og videreutdanning ved NTNU Har du søkt på studier ved NTNU? Har du søkt på studier ved NTNU? For deg som venter på svar Spacing m3 / kebbet Nyheter Aktuelt Siste fra NTNU og forskningsnyheter fra NTNU og SINTEF. Økning i søkertallene til NTNU Åtte priser utdelt til ansatte ved NTNU Nå skal de lage verdens raskeste ski Tren bittelitt – kom i form Lenker til våre nyhetstjenester og pressekontakter Les mer på Nyheter fra NTNU og se forskningsnyheter på gemini.no . Spacing m3 / kebbet Forside - knapperad tjenster Vitenskapsmuseet Bibliotek Bedrift og student kindly.ai (jira II-3188) NTNU – Norges teknisk-naturvitenskapelige universitet For ansatte | For studenter | Innsida | Blackboard Studere Studere Om studier Studieprogram Emner Videreutdanning Karriere Aktuelt Aktuelt Nyheter Arrangement Jobbe ved NTNU Om NTNU Om NTNU Om NTNU Bibliotek Strategi Forskning Satsingsområder Innovasjon Organisasjonskart Utdanningskvalitet Kontakt Kontakt Kontakt oss Finn ansatte Spør en ekspert Pressekontakter Kart NTNU i tre byer NTNU i tre byer NTNU i Gjøvik NTNU i Trondheim NTNU i Ålesund Om nettstedet Om nettstedet Bruk av informasjonskapsler Tilgjengelighetserklæring Personvern Ansvarlig redaktør Facebook Instagram Linkedin Snapchat Tiktok Youtube Logg inn"
ntnu.no,ntnu.analytics.no,keyboard,Authoritative,0.00,0.75,1.00,"Parked at Loopia Parked at Loopia This domain has been purchased and parked by a customer of Loopia. Use LoopiaWHOIS to view the domain holder's public information. Are you the owner of the domain and want to get started? Login to Loopia Customer zone and actualize your plan. Register domains at Loopia Protect your company name, brands and ideas as domains at one of the largest domain providers in Scandinavia. Search available domains at loopia.com » Get full control of your domains with LoopiaDNS With LoopiaDNS, you will be able to manage your domains in one single place in Loopia Customer zone. Read more at loopia.com/loopiadns » Create a website at Loopia - quickly and easily Our full-featured web hosting packages include everything you need to get started with your website, email, blog and online store. Create your website with WordPress Start your online store with WooCommerce Create your website with Loopia Sitebuilder Our web hosting packages Contact us"
ntnu.no,ntnu.payments.no,keyboard,Crawl error,0.05,0.89,0.99,403 Forbidden 403 Forbidden nginx
ntnu.no,ntnu.careers.no,keyboard,Authoritative,0.00,0.92,1.00,403 Forbidden Request forbidden by administrative rules.
ntnu.no,ntnu.dashboard.no,keyboard,Crawl error,0.00,0.00,0.00,
ntnu.no,ntnu.admin.no,keyboard,Authoritative,0.00,0.92,1.00,403 Forbidden Request forbidden by administrative rules.
ntnu.no,ntnu.img.no,unknown,Crawl error,0.05,0.89,0.99,403 Forbidden 403 Forbidden nginx
ntnu.no,ntnu.images.no,keyboard,Crawl error,0.05,0.89,0.99,403 Forbidden 403 Forbidden nginx
ntnu.no,ntnuf.no,keyboard,Ad parking,0.00,0.80,0.98,"﻿ NTNU Flyklubb – Lær å fly seilfly Bli seilflyger Flyparken Klubbens seilfly Seilflystatus Klubbens slepefly Handikaptilpasset seilfly Hengere i NTNUF Priser Priser Kjøregodtgjørelser Om NTNUF Om NTNUF Styret og verv Operative bestemmelser Lov for NTNU Flyklubb Om Oppdal flyplass Medlemssider Login Påmelding flydager Min flygekonto Min kontaktinfo Filarkiv Adresseliste Klubb-bilen Epostlister Nyttig info Luftromshøyder i QFE Sjekklister seilfly SPL Recency Requirements Training Management System (TMS) Sailplane Rule Book Webkamera Oppdal Sjekkliste ny elev Veien til sertifikat Fadderordning for nye elever Kontakt Created by potrace 1.14, written by Peter Selinger 2001-2017 Theme Heading Lorem ipsum dolor sit amet, are to seg an elit. Duis nec purus a quis puar a tortor Created by potrace 1.14, written by Peter Selinger 2001-2017 Langhelg på Namsos I tradisjonen tro arrangerer NTNUF langhelg på Namsos i juni. Les mer og meld deg på her Sommerleir Starmoen NTNUF pakker baggen og setter kursen mot Starmoen i sommer. Vi inviterer alle klubbens medlemmer til å slå følge! Les mer og meld deg på her Handikaptilpasset seilfly Visste du at NTNU Flyklubb tilbyr seilflyopplæring for de med funksjonsnedsettelse i bena? Les mer og meld din interesse her! Følg oss på Instagram! På Instagram legger vi jevnlig ut innhold fra vårt daglige virke. Er du nysgjerrig og lurer på hva vi driver med? Trykk her for å følge oss da vel! 2025 © InkThemes. All rights reserved"
ntnu.no,ntnu.club,unknown,Crawl error,0.00,0.00,0.00,
ntnu.no,ntnu.in,unknown,Crawl error,0.00,0.00,0.00,
ntnu.no,ntn.no,unknown,Crawl error,0.05,0.89,0.99,403 Forbidden 403 Forbidden nginx
ntnu.no,ntnu.services.no,keyboard,Crawl error,0.05,0.89,0.99,403 Forbidden 403 Forbidden nginx
ntnu.no,ntnu.vpn.no,unknown,Authoritative,0.00,0.51,1.00,"500 Internal Server Error Internal Server Error The server encountered an internal error or
misconfiguration and was unable to complete
your request. Please contact the server administrator at 
 support@one.com to inform them of the time this error occurred,
 and the actions you performed just before this error. More information about this error may be available
in the server error log. Additionally, a 500 Internal Server Error
error was encountered while trying to use an ErrorDocument to handle the request."
